epoch,norm,train_loss,test_loss,test_accuracy,seed,lr,mm,wd
31,GN,0.2835615012042053,0.4480914720892906,0.8503,0,0.01,0.5,0.0
32,GN,0.2742589988062144,0.447677648961544,0.8503,0,0.01,0.5,0.0
33,GN,0.267454714021262,0.4467566786706448,0.8519,0,0.01,0.5,0.0
34,GN,0.2635706349292679,0.4316980335116386,0.8579,0,0.01,0.5,0.0
35,GN,0.2593974915840437,0.4880024635791778,0.8454,0,0.01,0.5,0.0
36,GN,0.2536091432165916,0.4701091779768467,0.8487,0,0.01,0.5,0.0
37,GN,0.2516533437820956,0.4402179573476314,0.8579,0,0.01,0.5,0.0
38,GN,0.2470968162540889,0.4388482685387134,0.8587,0,0.01,0.5,0.0
39,GN,0.2424909511528661,0.4407877475023269,0.8584,0,0.01,0.5,0.0
40,GN,0.2389099696446257,0.4573987863957882,0.8522,0,0.01,0.5,0.0
41,GN,0.2145214107106713,0.4310592468082905,0.8606,0,0.01,0.5,0.0
42,GN,0.2121922246482976,0.4298081782460212,0.8617,0,0.01,0.5,0.0
43,GN,0.2088193970034494,0.4327752560377121,0.863,0,0.01,0.5,0.0
44,GN,0.2052379011764855,0.4284278440475464,0.8637,0,0.01,0.5,0.0
45,GN,0.2027538796824872,0.4409473544359207,0.8587,0,0.01,0.5,0.0
46,GN,0.2019816481358255,0.4396651536226272,0.8592,0,0.01,0.5,0.0
47,GN,0.1990888694782391,0.4336711774766445,0.8634,0,0.01,0.5,0.0
48,GN,0.2009177772171052,0.4306478165090084,0.8647,0,0.01,0.5,0.0
49,GN,0.1967259084667696,0.4413376526534557,0.8616,0,0.01,0.5,0.0
50,GN,0.1939760277147793,0.4353601883351803,0.8642,0,0.01,0.5,0.0
1,GN,2.409152114787675,2.051933763027191,0.2327,479,0.01,0.5,0.0
2,GN,1.94048537104331,1.830942808389664,0.318,479,0.01,0.5,0.0
3,GN,1.7897228862318542,2.161031200885773,0.2735,479,0.01,0.5,0.0
4,GN,1.6341538968903329,1.7349223494529724,0.3913,479,0.01,0.5,0.0
5,GN,1.5156215651870688,1.7375446832180024,0.4108,479,0.01,0.5,0.0
6,GN,1.4196810420516812,1.7534208512306213,0.4071,479,0.01,0.5,0.0
7,GN,1.3250150779628995,1.451301108598709,0.4964,479,0.01,0.5,0.0
8,GN,1.248894966319394,1.2746529984474182,0.5488,479,0.01,0.5,0.0
9,GN,1.164813598555982,1.2384371262788774,0.5781,479,0.01,0.5,0.0
10,GN,1.097349176321493,1.148416069149971,0.583,479,0.01,0.5,0.0
11,GN,1.0167940592826783,1.1010539799928665,0.6179,479,0.01,0.5,0.0
12,GN,0.9507214254735376,1.1814455699920654,0.6127,479,0.01,0.5,0.0
13,GN,0.8894096152556826,0.8438980811834336,0.7065,479,0.01,0.5,0.0
14,GN,0.8280748915489372,0.9115227019786836,0.6879,479,0.01,0.5,0.0
15,GN,0.7776351176259463,0.842441057562828,0.7134,479,0.01,0.5,0.0
16,GN,0.7238685655624361,0.9054991233348848,0.6861,479,0.01,0.5,0.0
17,GN,0.6920885957415451,0.8104894077777862,0.7183,479,0.01,0.5,0.0
18,GN,0.6473424713629896,0.6759910255670547,0.7694,479,0.01,0.5,0.0
19,GN,0.6190862206699294,0.7506079775094986,0.7516,479,0.01,0.5,0.0
20,GN,0.5734247588135702,0.648889056444168,0.78,479,0.01,0.5,0.0
21,GN,0.4393435043980703,0.5085212618112565,0.8284,479,0.01,0.5,0.0
22,GN,0.4177157978724946,0.5114745855331421,0.8293,479,0.01,0.5,0.0
23,GN,0.4055188851588217,0.5235139879584313,0.8242,479,0.01,0.5,0.0
24,GN,0.394856919260586,0.5343324425816536,0.8228,479,0.01,0.5,0.0
25,GN,0.3844765308491714,0.526572112441063,0.822,479,0.01,0.5,0.0
26,GN,0.3755933477369416,0.480955465734005,0.8365,479,0.01,0.5,0.0
27,GN,0.3665809335229951,0.5152203103899956,0.8309,479,0.01,0.5,0.0
28,GN,0.3576092099213539,0.5360454750061036,0.8199,479,0.01,0.5,0.0
29,GN,0.3501940118839673,0.4699649727344513,0.8391,479,0.01,0.5,0.0
30,GN,0.3417281626969042,0.4745111873745918,0.8391,479,0.01,0.5,0.0
31,GN,0.2833829927436836,0.4426661059260368,0.8544,479,0.01,0.5,0.0
32,GN,0.2720027728687467,0.4398651035130024,0.8549,479,0.01,0.5,0.0
33,GN,0.2669867719606975,0.4398345321416855,0.8575,479,0.01,0.5,0.0
34,GN,0.263255038072386,0.435851988196373,0.856,479,0.01,0.5,0.0
35,GN,0.2604111594998318,0.4413751040399074,0.8533,479,0.01,0.5,0.0
36,GN,0.2540873547496698,0.450620649755001,0.8544,479,0.01,0.5,0.0
37,GN,0.2514772867340871,0.4380121749639511,0.8566,479,0.01,0.5,0.0
38,GN,0.2460894227561438,0.4415895336866379,0.8571,479,0.01,0.5,0.0
39,GN,0.2427767888473732,0.458787322640419,0.8507,479,0.01,0.5,0.0
40,GN,0.2356967848851857,0.4569140085577964,0.8539,479,0.01,0.5,0.0
41,GN,0.2139070966588261,0.4322475829720497,0.8623,479,0.01,0.5,0.0
42,GN,0.2108611784818227,0.4326015840470791,0.8598,479,0.01,0.5,0.0
43,GN,0.2099119107550977,0.433087198883295,0.8591,479,0.01,0.5,0.0
44,GN,0.203530643163892,0.4299943487346172,0.8608,479,0.01,0.5,0.0
45,GN,0.2055536689584517,0.4414220568537712,0.8586,479,0.01,0.5,0.0
46,GN,0.2031781810057132,0.4246344955265522,0.8624,479,0.01,0.5,0.0
47,GN,0.1982479848139121,0.433045402765274,0.8606,479,0.01,0.5,0.0
48,GN,0.1985954156960063,0.4236254039406776,0.8637,479,0.01,0.5,0.0
49,GN,0.1970141565670138,0.4345675706863403,0.8631,479,0.01,0.5,0.0
50,GN,0.1936815561693342,0.4318034693598747,0.8621,479,0.01,0.5,0.0
1,GN,2.467058578720483,2.001328247785568,0.2318,128,0.01,0.5,0.0
2,GN,1.9564333977296835,1.8133304858207704,0.3199,128,0.01,0.5,0.0
3,GN,1.792877690261587,1.7596037673950196,0.3778,128,0.01,0.5,0.0
4,GN,1.6425611289870707,1.6698824751377106,0.386,128,0.01,0.5,0.0
5,GN,1.5254249304456784,1.4195350074768067,0.4844,128,0.01,0.5,0.0
6,GN,1.423237955478756,1.3791941392421725,0.4938,128,0.01,0.5,0.0
7,GN,1.3348714585804269,1.4708876967430116,0.481,128,0.01,0.5,0.0
8,GN,1.257206447289118,1.185564199090004,0.5625,128,0.01,0.5,0.0
9,GN,1.1796362174441442,1.1843105691671372,0.583,128,0.01,0.5,0.0
10,GN,1.11816705172629,1.1260007417201996,0.5838,128,0.01,0.5,0.0
11,GN,1.0475688130044571,1.1454417884349823,0.6005,128,0.01,0.5,0.0
12,GN,0.9860686918963556,1.0173992043733595,0.6414,128,0.01,0.5,0.0
13,GN,0.9348120229018618,1.0486683166027069,0.6197,128,0.01,0.5,0.0
14,GN,0.8804049345538439,0.950508962869644,0.6825,128,0.01,0.5,0.0
15,GN,0.8391207077771502,0.954814100265503,0.6662,128,0.01,0.5,0.0
16,GN,0.798854234425918,0.9897376680374146,0.6604,128,0.01,0.5,0.0
17,GN,0.7579375927710472,0.9243235743045808,0.6834,128,0.01,0.5,0.0
18,GN,0.7249906537173044,0.9027619898319243,0.7057,128,0.01,0.5,0.0
19,GN,0.6903804820364393,0.838961375951767,0.7166,128,0.01,0.5,0.0
20,GN,0.650222943948053,0.77324746966362,0.7389,128,0.01,0.5,0.0
21,GN,0.4963830325304699,0.5876066902279854,0.7973,128,0.01,0.5,0.0
22,GN,0.4705573052091671,0.5604009032249451,0.8068,128,0.01,0.5,0.0
23,GN,0.4565578003216277,0.5811567854881287,0.8001,128,0.01,0.5,0.0
24,GN,0.4414102832984437,0.5458084681630134,0.8109,128,0.01,0.5,0.0
25,GN,0.4278312758030489,0.5944014289975166,0.7939,128,0.01,0.5,0.0
26,GN,0.4197727883487101,0.5263477686047554,0.8206,128,0.01,0.5,0.0
27,GN,0.4097030471124308,0.5393597534298897,0.8108,128,0.01,0.5,0.0
28,GN,0.3948058510375449,0.5175857770442963,0.8276,128,0.01,0.5,0.0
29,GN,0.3887525094896936,0.5847530019283295,0.8006,128,0.01,0.5,0.0
30,GN,0.3792497906690973,0.5122995656728745,0.8267,128,0.01,0.5,0.0
31,GN,0.3169099249498314,0.4591314461827278,0.8471,128,0.01,0.5,0.0
32,GN,0.302096086275547,0.4873569601774216,0.8359,128,0.01,0.5,0.0
33,GN,0.2967760974870008,0.4701758237183094,0.8442,128,0.01,0.5,0.0
34,GN,0.2911148390654103,0.4658073127269745,0.8444,128,0.01,0.5,0.0
35,GN,0.2861835498296086,0.4694164246320724,0.8465,128,0.01,0.5,0.0
36,GN,0.2786568460028494,0.4761290699243545,0.8438,128,0.01,0.5,0.0
37,GN,0.2776914310386723,0.5197130912542343,0.8322,128,0.01,0.5,0.0
38,GN,0.2731927220740586,0.472086446583271,0.844,128,0.01,0.5,0.0
39,GN,0.2674151802497446,0.4564499738812446,0.8499,128,0.01,0.5,0.0
40,GN,0.2601397243873847,0.4715389189124107,0.8437,128,0.01,0.5,0.0
41,GN,0.2367904818500094,0.449639298915863,0.8529,128,0.01,0.5,0.0
42,GN,0.2343699337195252,0.4646364505589008,0.8485,128,0.01,0.5,0.0
43,GN,0.2290740562483782,0.4544759841263294,0.8528,128,0.01,0.5,0.0
44,GN,0.227305247064899,0.4574267211556435,0.8532,128,0.01,0.5,0.0
45,GN,0.2251279243003681,0.4578725865483284,0.8527,128,0.01,0.5,0.0
46,GN,0.2225140509245645,0.4649452799558639,0.8504,128,0.01,0.5,0.0
47,GN,0.222375325267882,0.452380858361721,0.8559,128,0.01,0.5,0.0
48,GN,0.2170717535573808,0.4512411575019359,0.8571,128,0.01,0.5,0.0
49,GN,0.2164467271712735,0.4474510458111763,0.8569,128,0.01,0.5,0.0
50,GN,0.2151061116391435,0.4574759732186794,0.8533,128,0.01,0.5,0.0
1,GN,3.1944539418915654,2.24209443807602,0.1586,0,0.01,0.9,1e-05
2,GN,2.2286979761879766,2.1931119656562803,0.1873,0,0.01,0.9,1e-05
3,GN,2.1115211833773366,2.0074391198158263,0.2481,0,0.01,0.9,1e-05
4,GN,1.842890631817186,1.819820756912232,0.3441,0,0.01,0.9,1e-05
5,GN,1.647873777257817,1.586099796295166,0.3904,0,0.01,0.9,1e-05
6,GN,1.500959312824337,1.6688249802589417,0.4424,0,0.01,0.9,1e-05
7,GN,1.3785484706044502,1.3984093487262723,0.5057,0,0.01,0.9,1e-05
8,GN,1.2701990863551265,1.2015425270795823,0.5662,0,0.01,0.9,1e-05
9,GN,1.1503866067932695,1.1666775172948838,0.5972,0,0.01,0.9,1e-05
10,GN,1.0511082426056533,1.1390626949071885,0.6158,0,0.01,0.9,1e-05
11,GN,0.953686569657777,0.9980791705846788,0.6509,0,0.01,0.9,1e-05
12,GN,0.871776351386019,0.90418805539608,0.6838,0,0.01,0.9,1e-05
13,GN,0.7994288477446417,0.824704452753067,0.7208,0,0.01,0.9,1e-05
14,GN,0.736460591368663,0.7101286923885346,0.7573,0,0.01,0.9,1e-05
15,GN,0.6810690093680721,0.7775976395606995,0.7285,0,0.01,0.9,1e-05
16,GN,0.6548631172960676,0.7450184082984924,0.7351,0,0.01,0.9,1e-05
17,GN,0.6163850182005207,0.6461742240190506,0.7751,0,0.01,0.9,1e-05
18,GN,0.5776076125519355,0.7247286236286163,0.7484,0,0.01,0.9,1e-05
19,GN,0.5565683241847836,0.6765126976370811,0.7743,0,0.01,0.9,1e-05
20,GN,0.5190603153784866,0.6015867930650711,0.8026,0,0.01,0.9,1e-05
21,GN,0.4079812485391221,0.5119642812013626,0.8249,0,0.01,0.9,1e-05
22,GN,0.3835769855534024,0.4859463849663734,0.8377,0,0.01,0.9,1e-05
23,GN,0.3731363973273036,0.473052841424942,0.8399,0,0.01,0.9,1e-05
24,GN,0.3560426294651178,0.4475500750541687,0.8488,0,0.01,0.9,1e-05
25,GN,0.3455390672930671,0.4567799037694931,0.8453,0,0.01,0.9,1e-05
26,GN,0.3385928017480294,0.5394769182801247,0.8215,0,0.01,0.9,1e-05
27,GN,0.3290027240124505,0.4506234969198703,0.8463,0,0.01,0.9,1e-05
28,GN,0.3208422378048567,0.4409946063160896,0.8533,0,0.01,0.9,1e-05
29,GN,0.3115872967883449,0.4571854099631309,0.8456,0,0.01,0.9,1e-05
30,GN,0.3007779795190562,0.4359777668118477,0.8534,0,0.01,0.9,1e-05
31,GN,0.2493173956032604,0.4017323504388332,0.8671,0,0.01,0.9,1e-05
32,GN,0.2351517019712406,0.4092397364974022,0.8609,0,0.01,0.9,1e-05
33,GN,0.2303325901822665,0.4193130846321583,0.8612,0,0.01,0.9,1e-05
34,GN,0.2239113706533256,0.4008906438946724,0.8673,0,0.01,0.9,1e-05
35,GN,0.2217524288331761,0.4056334339082241,0.8672,0,0.01,0.9,1e-05
36,GN,0.2113954670860639,0.390567052513361,0.8707,0,0.01,0.9,1e-05
37,GN,0.2099106213092194,0.4098742306232452,0.868,0,0.01,0.9,1e-05
38,GN,0.2072228524652893,0.3962413336336612,0.8696,0,0.01,0.9,1e-05
39,GN,0.204452781687917,0.4111345759034157,0.8646,0,0.01,0.9,1e-05
40,GN,0.1989065110302337,0.3889168058335781,0.8741,0,0.01,0.9,1e-05
41,GN,0.1772146232788215,0.3867650559544563,0.8772,0,0.01,0.9,1e-05
42,GN,0.1703168677208978,0.390906353443861,0.8729,0,0.01,0.9,1e-05
43,GN,0.167789163110811,0.4005109670758247,0.8702,0,0.01,0.9,1e-05
44,GN,0.1644117048157908,0.3846298970282077,0.8748,0,0.01,0.9,1e-05
45,GN,0.1585980524854434,0.3991234576702118,0.8724,0,0.01,0.9,1e-05
46,GN,0.1607008995797933,0.3960199820995331,0.8742,0,0.01,0.9,1e-05
47,GN,0.1604884857754878,0.3917192406952381,0.8762,0,0.01,0.9,1e-05
48,GN,0.1565071867917047,0.3958946701884269,0.8762,0,0.01,0.9,1e-05
49,GN,0.1561262268582573,0.4017717298865318,0.8746,0,0.01,0.9,1e-05
50,GN,0.1527580150100581,0.3908625915646553,0.8793,0,0.01,0.9,1e-05
1,GN,2.857510847813638,1.999377120733261,0.2405,128,0.01,0.9,1e-05
2,GN,1.9109597675635688,1.763815271854401,0.3515,128,0.01,0.9,1e-05
3,GN,1.7054228093618018,1.697372897863388,0.3889,128,0.01,0.9,1e-05
4,GN,1.547860580941905,1.4468150556087491,0.4752,128,0.01,0.9,1e-05
5,GN,1.42026721851905,1.4052586495876311,0.4978,128,0.01,0.9,1e-05
6,GN,1.284281383390012,1.278491770029068,0.5485,128,0.01,0.9,1e-05
7,GN,1.1889663161829,1.3594747269153595,0.516,128,0.01,0.9,1e-05
8,GN,1.0722796648664548,1.057672513127327,0.6296,128,0.01,0.9,1e-05
9,GN,0.9827464018636348,1.061749552488327,0.6244,128,0.01,0.9,1e-05
10,GN,0.9159363753655376,0.962732537984848,0.6618,128,0.01,0.9,1e-05
11,GN,0.8393852008730555,0.9350573182106018,0.6776,128,0.01,0.9,1e-05
12,GN,0.7792524478167219,0.853698063492775,0.7047,128,0.01,0.9,1e-05
13,GN,0.7327581533538107,0.7140009784698487,0.7566,128,0.01,0.9,1e-05
14,GN,0.6750612204032176,0.806062473654747,0.7219,128,0.01,0.9,1e-05
15,GN,0.6246003753236492,0.794450010061264,0.7365,128,0.01,0.9,1e-05
16,GN,0.588234728102184,0.6447388207912446,0.7811,128,0.01,0.9,1e-05
17,GN,0.5532233684569063,0.5919297060370445,0.7997,128,0.01,0.9,1e-05
18,GN,0.5177631800055809,0.5683070099353791,0.8067,128,0.01,0.9,1e-05
19,GN,0.5004482414487683,0.5949721631407737,0.8078,128,0.01,0.9,1e-05
20,GN,0.4794581726460201,0.5286937960982323,0.8167,128,0.01,0.9,1e-05
21,GN,0.3521728565168502,0.4629193975031376,0.843,128,0.01,0.9,1e-05
22,GN,0.3343688980164125,0.4397630073130131,0.8524,128,0.01,0.9,1e-05
23,GN,0.3155117730998322,0.4378808186948299,0.8513,128,0.01,0.9,1e-05
24,GN,0.3064728099519334,0.4317735937237739,0.8557,128,0.01,0.9,1e-05
25,GN,0.2961398967353584,0.4511549845337868,0.8492,128,0.01,0.9,1e-05
26,GN,0.2907594866155054,0.4059607455134392,0.8667,128,0.01,0.9,1e-05
27,GN,0.2797440025202758,0.468110172599554,0.846,128,0.01,0.9,1e-05
28,GN,0.2731917857590233,0.4203003798425198,0.861,128,0.01,0.9,1e-05
29,GN,0.2634769610279356,0.4148783268034458,0.8603,128,0.01,0.9,1e-05
30,GN,0.2545256061703347,0.4481091387569904,0.8547,128,0.01,0.9,1e-05
31,GN,0.2045702378615699,0.3861031857132911,0.8795,128,0.01,0.9,1e-05
32,GN,0.1919222066888724,0.4030701577663421,0.8743,128,0.01,0.9,1e-05
33,GN,0.1875930104757208,0.3984582191705704,0.8768,128,0.01,0.9,1e-05
34,GN,0.1803911726378723,0.3828350518643856,0.8803,128,0.01,0.9,1e-05
35,GN,0.1762829039941358,0.3896208104491234,0.879,128,0.01,0.9,1e-05
36,GN,0.1696494155089416,0.4003053995966911,0.8732,128,0.01,0.9,1e-05
37,GN,0.1687027813147401,0.4083814619481563,0.8737,128,0.01,0.9,1e-05
38,GN,0.1626688030350696,0.3809966544806957,0.8798,128,0.01,0.9,1e-05
39,GN,0.1625228138149851,0.3982142300903797,0.8798,128,0.01,0.9,1e-05
40,GN,0.1543193678645526,0.3937238818407059,0.8812,128,0.01,0.9,1e-05
41,GN,0.1357921249307025,0.3868541948497295,0.8817,128,0.01,0.9,1e-05
42,GN,0.1298789434287401,0.3885523401200771,0.8817,128,0.01,0.9,1e-05
43,GN,0.1229406443550763,0.3967620342969894,0.8816,128,0.01,0.9,1e-05
44,GN,0.1225779392206303,0.3949612835049629,0.8805,128,0.01,0.9,1e-05
45,GN,0.1228282539283528,0.3928021447360516,0.8835,128,0.01,0.9,1e-05
46,GN,0.1221800933751608,0.3801010996103287,0.885,128,0.01,0.9,1e-05
47,GN,0.1196459320509601,0.3853088170289993,0.884,128,0.01,0.9,1e-05
48,GN,0.1167851552900755,0.3950962823629379,0.8842,128,0.01,0.9,1e-05
49,GN,0.1147020483470481,0.3957477696239948,0.8858,128,0.01,0.9,1e-05
50,GN,0.1134588324114718,0.4023471134901046,0.8837,128,0.01,0.9,1e-05
1,GN,2.901530511543879,2.2636515402793886,0.1477,479,0.01,0.9,1e-05
2,GN,2.139354014640574,1.965104398727417,0.2665,479,0.01,0.9,1e-05
3,GN,1.911470204667972,1.858137674331665,0.2882,479,0.01,0.9,1e-05
4,GN,1.737263175837524,1.6089992582798005,0.3782,479,0.01,0.9,1e-05
5,GN,1.5996725653748378,1.4485767889022827,0.4637,479,0.01,0.9,1e-05
6,GN,1.4608280649575431,1.6669050788879394,0.4195,479,0.01,0.9,1e-05
7,GN,1.3196987814610572,1.3746727669239045,0.501,479,0.01,0.9,1e-05
8,GN,1.1853538666234906,1.1230510348081588,0.5963,479,0.01,0.9,1e-05
9,GN,1.0869397787791688,1.019654213786125,0.632,479,0.01,0.9,1e-05
10,GN,0.9994485423997844,0.9412462544441224,0.6628,479,0.01,0.9,1e-05
11,GN,0.936230726864027,1.0487159371376038,0.6409,479,0.01,0.9,1e-05
12,GN,0.8622054047596729,0.9202596580982207,0.6664,479,0.01,0.9,1e-05
13,GN,0.7945381040920687,0.7978460869193077,0.7247,479,0.01,0.9,1e-05
14,GN,0.7378285726927736,0.8275583076477051,0.7175,479,0.01,0.9,1e-05
15,GN,0.69220287857763,0.691145758330822,0.7575,479,0.01,0.9,1e-05
16,GN,0.6539903485866458,0.6817810037732124,0.7641,479,0.01,0.9,1e-05
17,GN,0.6135863784481498,0.612455644607544,0.7945,479,0.01,0.9,1e-05
18,GN,0.5854103871623574,0.5980991643667221,0.7965,479,0.01,0.9,1e-05
19,GN,0.550745372805754,0.6257258543372154,0.7851,479,0.01,0.9,1e-05
20,GN,0.5263847376379516,0.5561286962032318,0.8118,479,0.01,0.9,1e-05
21,GN,0.4001941048656888,0.48466333553195,0.8351,479,0.01,0.9,1e-05
22,GN,0.3845091524636349,0.5048730608820915,0.8325,479,0.01,0.9,1e-05
23,GN,0.3658120183612379,0.4913959440588951,0.8344,479,0.01,0.9,1e-05
24,GN,0.3579375288827949,0.4946271300315857,0.8385,479,0.01,0.9,1e-05
25,GN,0.3488604446201373,0.4699809168279171,0.8408,479,0.01,0.9,1e-05
26,GN,0.3356829721985571,0.475512301325798,0.8427,479,0.01,0.9,1e-05
27,GN,0.3230915683919511,0.4612712325155735,0.8505,479,0.01,0.9,1e-05
28,GN,0.3168812257325862,0.4267703710496425,0.8578,479,0.01,0.9,1e-05
29,GN,0.3090519208813567,0.4630364486575126,0.8459,479,0.01,0.9,1e-05
30,GN,0.3027808721870412,0.4690731129050254,0.8429,479,0.01,0.9,1e-05
31,GN,0.2466869768889054,0.38892841309309,0.8728,479,0.01,0.9,1e-05
32,GN,0.2323080423428579,0.3941247905790805,0.8726,479,0.01,0.9,1e-05
33,GN,0.2266270189219728,0.3925188815593719,0.8728,479,0.01,0.9,1e-05
34,GN,0.2189428441397979,0.4201083402335643,0.8649,479,0.01,0.9,1e-05
35,GN,0.2164814059081894,0.3856257800012826,0.8759,479,0.01,0.9,1e-05
36,GN,0.2102442165393658,0.4186820173263549,0.8692,479,0.01,0.9,1e-05
37,GN,0.2065232185280079,0.3915093857049942,0.8761,479,0.01,0.9,1e-05
38,GN,0.1976647785366953,0.393708800971508,0.8733,479,0.01,0.9,1e-05
39,GN,0.1991145787832072,0.4144965598732233,0.8721,479,0.01,0.9,1e-05
40,GN,0.1926257217974614,0.4020600528270006,0.8742,479,0.01,0.9,1e-05
41,GN,0.16861192093176,0.3834836662560701,0.88,479,0.01,0.9,1e-05
42,GN,0.1600707498047967,0.3838310789316893,0.8809,479,0.01,0.9,1e-05
43,GN,0.1598777607788362,0.3880187983810901,0.8798,479,0.01,0.9,1e-05
44,GN,0.153704335984519,0.3846022988855839,0.8805,479,0.01,0.9,1e-05
45,GN,0.154565478282054,0.3806348256021738,0.8826,479,0.01,0.9,1e-05
46,GN,0.1515776784542729,0.378876836746931,0.8826,479,0.01,0.9,1e-05
47,GN,0.1468485727467957,0.3855735278129578,0.879,479,0.01,0.9,1e-05
48,GN,0.1472787631156347,0.3853209266811609,0.885,479,0.01,0.9,1e-05
49,GN,0.1426645015149622,0.3882608068734407,0.8795,479,0.01,0.9,1e-05
50,GN,0.1399332664125715,0.392966486364603,0.8825,479,0.01,0.9,1e-05
